Unnamed: 0,order_id,review_id,review_comment_title_en,review_comment_message_en,review_text_combined,sentiment,sentiment_score,primary_topic,topics,classification_reason
19709,f26b1f9ec4fda52abb40f124457b79c4,c9419889d5a43f928b50f640348be357,Not Available,I would not buy again,I would not buy again,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19711,a2ff044ec5d43bc7a284932e85a15049,0cf2a209a2b0daba130c5366a8c56e39,Not Available,good pot,good pot,Positive,0.44,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19713,f2360b8c94f4bc5d80a4010d680ff61d,f63e78260e0aab7045ed91641d37bfb4,Not Available,Product delivered earlier than agreed.,Product delivered earlier than agreed.,Positive,0.273,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19716,9633285ca54bcab6e81544b70f99a24d,a63ab9354bb66082af5dd8529546961c,Not Available,great quality,great quality,Positive,0.625,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'quality' related to product quality.
19717,b7c4c48cbc6af3c8db4a65fe2347faae,55c854db53ac2dcb8eea576705c6fc19,Not Available,Delay in delivery.. bad,Delay in delivery.. bad,Negative,-0.7,Delivery Delay,Delivery Delay,Negative sentiment; mentions 'delay' related to delivery delay.
19718,abefedeaf61ad043302fe9d2837a9772,adedb5bcb459664a4ff94fc044824710,Not Available,I received only 1 of the products and an invoice containing 2 items,I received only 1 of the products and an invoice containing 2 items,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19720,5ad82a9fb12ff34f8883ccfaddf3da4f,31a6c50e4f65e71ffb6c99f31bdaca26,Not Available,my order did not come I bought two white watches only 1 came,my order did not come I bought two white watches only 1 came,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19725,3eec01b486a4d08de50a38ef2fb87b79,500100de0f037740e981e4c88dde5589,shade,I still haven't received my product,shade - I still haven't received my product,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'haven't received' related to delivery delay.
19726,8b7b3969f3c39c57ab6c9d0df5741f39,118cea1913e2f9d91f24066bf570fe20,Not Available,"bad packaging, I had to glue it all together, be too lazy for the price of sending it back, but I don't recommend the store to anyone...","bad packaging, I had to glue it all together, be too lazy for the price of sending it back, but I don't recommend the store to anyone...",Negative,-0.687,Packaging,"Packaging, Price/Value, Positive Experience",Negative sentiment; mentions 'packaging' related to packaging.
19729,87b8f9f472fb04cdbf53fb55a3591b5f,625f3adf08fca557bade671baa36081b,Not Available,"The product came correct, but it came with a defect in the lid, I need to twist it","The product came correct, but it came with a defect in the lid, I need to twist it",Negative,-0.477,Product Condition/Damage,Product Condition/Damage,Negative sentiment; mentions 'defect' related to product condition/damage.
19736,7ce492282af12e4b6c41c28e7b377e87,172c44de8e5e576f5b376745a6ae2b8e,Not Available,the product is very good,the product is very good,Positive,0.493,Positive Experience,Positive Experience,Positive sentiment; mentions 'very good' related to positive experience.
19738,36de74432623754a27b12d81c299f10b,086ef5f2c69d15f84c37dafee78a2b53,I recommend,Excellent service and the best quality gold,I recommend - Excellent service and the best quality gold,Positive,0.886,Positive Experience,"Product Quality, Positive Experience","Positive sentiment; mentions 'excellent, recommend' related to positive experience."
19739,bb102364b6a29f9f8683f21e5825595a,8ed7d7f54affd28604e20ea19d3318f8,Not Available,Perfect,Perfect,Positive,0.572,Positive Experience,Positive Experience,Positive sentiment; mentions 'perfect' related to positive experience.
19744,efe9725dbc15f09b8e8b95c6331655ba,d4a496ae30735d1db9d88b8b17e12eed,I recommend,everything is OK,I recommend - everything is OK,Positive,0.663,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19745,bb95bf1d97c8c2a8e327a7e4b0add9df,2f047ccefdd2977fd7d8db8c9f8758b8,Not Available,I didn't receive the product and until now not even a return call for the messages I sent about it. Unfortunate.,I didn't receive the product and until now not even a return call for the messages I sent about it. Unfortunate.,Negative,-0.459,Delivery Delay,"Delivery Delay, Return/Refund",Negative sentiment; mentions 'didn't receive the product' related to delivery delay.
19746,fd4109dbc7f1afb126fbcac13ec4f5b8,0d6a1a1b9c0f6654927cd770ad20c462,wrong clock,"I bought a product, they sent me another product that has nothing to do with what I paid for.","wrong clock - I bought a product, they sent me another product that has nothing to do with what I paid for.",Negative,-0.477,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
19749,0c431e960acdfda9c7a640ee9bac19f0,d8caa043e9ac7b110805514e008f3126,Not Available,Delivery made well before the deadline... Very good...,Delivery made well before the deadline... Very good...,Positive,0.648,Positive Experience,Positive Experience,Positive sentiment; mentions 'very good' related to positive experience.
19751,cb233c021d1912e8f7d4ccb5153e0174,be9cb71020e244630740d4acfda1da7e,I recommend,It delivered very fast.,I recommend - It delivered very fast.,Positive,0.361,Delivery Speed,"Delivery Speed, Positive Experience",Positive sentiment; mentions 'delivered very fast' related to delivery speed.
19756,99c431d458f11efda5006517f77783ad,de4bc89ccc8f689ff44135423385a0d2,Not Available,I didn't receive the product,I didn't receive the product,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'didn't receive the product' related to delivery delay.
19757,ea337f88a8c5cab4e99da87460f1b99e,897199a6cde8b4d1f9e7fac8898c3b02,Not Available,Very good ...,Very good ...,Positive,0.493,Positive Experience,Positive Experience,Positive sentiment; mentions 'very good' related to positive experience.
19758,75c3993b743335fa57b1645f056b59d2,aebf2cf5f54bbf8dc05ae75c804c5c9a,RECOMMENDED,EXCELLENT,RECOMMENDED - EXCELLENT,Positive,0.788,Positive Experience,Positive Experience,Positive sentiment; mentions 'excellent' related to positive experience.
19761,27a8d640e6a7be5a3b77ee064c07feea,353b5dc91aac025693e011edf9b4c20b,Not Available,Always reliable buy from lannister.com.,Always reliable buy from lannister.com.,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19762,145737447654951f4cf49cae1faf921a,f644015989b2d878c091edc30219938e,great seller,product as expected,great seller - product as expected,Positive,0.625,Seller Service,"Seller Service, Positive Experience",Positive sentiment; mentions 'seller' related to seller service.
19763,11e75c2a931a2968007c44bddf001102,e4740c4637654b486dcc41dbee4e104a,Not Available,In the product description it said that the base of the pendant was also in copper color. But the 5 I received the base is black color.,In the product description it said that the base of the pendant was also in copper color. But the 5 I received the base is black color.,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19766,78319eed3d0e14a32693dcb23db4c0d6,1ddb291971c466992b2680edc9c6ec4d,Not Available,Commitment,Commitment,Positive,0.382,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19767,2140193e2b0829d9e294a5b08560a497,8907bcb2139cf44d23c5b4cf89db3238,9,Not Available,9 - Not Available,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19778,b465dc60a138cc55216607ef27065acc,87cd047aa5c2e282b195d9b7fc1c550d,Not Available,Everything is OK,Everything is OK,Positive,0.447,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19783,345de0cb4a0a058abaa652096fd1f89e,9bd0d1cdbd54d66d9ebd1594e1297eb2,Not Available,The product arrived well ahead of schedule and in the way I ordered.,The product arrived well ahead of schedule and in the way I ordered.,Positive,0.273,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19786,a1d38c97444889282dcb16502b3a8686,4c5583d856a5de3e3fa972b3e71ea4cc,Not Available,I recommend,I recommend,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19790,39af19b1c6ebb39c4e7100d28e4330b6,b9f772c884022e998bdff9bf5c173981,Not Available,"I just made the purchase, it was delivered elsewhere, but I believe everything is fine. Thanks","I just made the purchase, it was delivered elsewhere, but I believe everything is fine. Thanks",Positive,0.723,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19793,774039c8407ab307e575f7adce8e99cb,62eda93387005daf27150245a0f2336e,Not Available,"Product arrived ahead of schedule, in good condition and well packaged. Congratulations.","Product arrived ahead of schedule, in good condition and well packaged. Congratulations.",Positive,0.836,Delivery Speed,"Delivery Speed, Packaging, Positive Experience",Positive sentiment; mentions 'arrived ahead' related to delivery speed.
19796,af2bf9b846ff40006f0b5b856151f468,af7cb2e0553a0124fa67a62f66acc5a3,Not Available,kidnaps,kidnaps,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19801,f99baadda882046359a8c3d699e0267c,775f84ba33ff35e67ca4c288347555ac,Not Available,ABOUT THE GREAT CURTAIN,ABOUT THE GREAT CURTAIN,Positive,0.625,Positive Experience,Positive Experience,Positive sentiment; mentions 'great' related to positive experience.
19802,dc8a41c3b06bd915d57fcd0e89973744,fb576c3799b8877480415f9b72d9c2ca,Not Available,"Delivered ahead of schedule, product as advertised, the only thing left to be desired was the way of packaging for shipping. Because it came in an envelope, without any protection.","Delivered ahead of schedule, product as advertised, the only thing left to be desired was the way of packaging for shipping. Because it came in an envelope, without any protection.",Positive,0.273,Product Description,"Product Description, Packaging",Positive sentiment; mentions 'as advertised' related to product description.
19804,b674e463ea07d8a8fac9951be50283f1,30e18ccf837093149a4f17dc1360a1ce,Not Available,Did not respect delivery time,Did not respect delivery time,Negative,-0.372,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
19806,69aeb590d8f4455ab0bb6b95154c2742,f33371d091946f755c0f8cd10fd05050,Not Available,Delivered well before the deadline! Product arrived in perfect condition!,Delivered well before the deadline! Product arrived in perfect condition!,Positive,0.749,Positive Experience,Positive Experience,Positive sentiment; mentions 'perfect' related to positive experience.
19809,ec533ae9aa5bd7c370f7da7f9dbd6f64,a2445cc6a4c5ca2467bcaa3be7c66965,Roomy,I didn't receive the product,Roomy - I didn't receive the product,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'didn't receive the product' related to delivery delay.
19813,2ebae2ed985f7f0a3beb4fcb70fefa19,2bdcda8fb9ef01e83108995c62ae693d,Not Available,I recommend they are very punctual,I recommend they are very punctual,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19816,822a35d3573cb3c90167aa647a7a6e63,df41908a9d2a09315f4dab665b3b81c6,Not Available,bom,bom,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19817,071deb193a4682621c819936d21ae127,2830cebc81269505af5db71b568b05b2,Not Available,Missing case cover with the film they only delivered the memory card.,Missing case cover with the film they only delivered the memory card.,Negative,-0.296,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
19818,7fee8248879e6c2eb655918584bb3ba2,1ffb08482c246987c2d16b69000b3d67,Not Available,"Great product, delivered on time
I recommend","Great product, delivered on time
I recommend",Positive,0.765,Positive Experience,"Delivery Speed, Positive Experience","Positive sentiment; mentions 'great, recommend' related to positive experience."
19819,f8a6d03ed88e47a216d244f20d4333b4,97046768f59f00a552ed3ef415188e9e,Defective product,I received the defective product and I'm waiting for the supplier's response on what I should do....,Defective product - I received the defective product and I'm waiting for the supplier's response on what I should do....,Negative,-0.7,Product Condition/Damage,Product Condition/Damage,Negative sentiment; mentions 'defective' related to product condition/damage.
19820,6f516d489f56fd8bc9d89e9e62c00d2c,0bab9abf1967a9198c0e8999c17a21f4,Not Available,I bought a curtain and still haven't received delivery,I bought a curtain and still haven't received delivery,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'haven't received' related to delivery delay.
19822,fb2e0a2eb0a7cd9fc655c3fdda628acc,eba03bdf513d03aa69a30907ac715582,research before you buy,The product didn't work on my vehicle that's why I'm returning it,research before you buy - The product didn't work on my vehicle that's why I'm returning it,Neutral,0.0,Return/Refund,Return/Refund,Neutral sentiment; mentions 'returning' related to return/refund.
19826,b04367fb19ad3f39d1222e76b9b2ed85,549124d0f55aaf708859c251a494026a,very good,forcing,very good - forcing,Positive,0.493,Positive Experience,Positive Experience,Positive sentiment; mentions 'very good' related to positive experience.
19827,ef8f0e3dd1d5294a7bbffc78a02a21b9,68bb1b7ba043b8bb8b007ae9edac4127,Not Available,"for the value of the product, I thought the watch buttons lacked features, the time display itself is small for a watch of this size. Very nice, stylish product. Fast delivery.","for the value of the product, I thought the watch buttons lacked features, the time display itself is small for a watch of this size. Very nice, stylish product. Fast delivery.",Positive,0.67,Size/Fit,Size/Fit,Positive sentiment; mentions 'size' related to size/fit.
19828,72b85bb852d0147e3d23cfe9c224a5b4,849b3db9f276e450c95276aed9136401,Not Available,Above average...,Above average...,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19829,709b96657091eec897b90173afb0b84d,0c80223573a82305e7d59585f8204999,It arrived quickly,"I loved my multipurpose folder, it arrived quickly","It arrived quickly - I loved my multipurpose folder, it arrived quickly",Positive,0.599,Delivery Speed,"Delivery Speed, Positive Experience",Positive sentiment; mentions 'arrived quickly' related to delivery speed.
19832,4fe2e8b329e56a00aba9b0136b46f00f,9dc50077272395ec4c7dcf0ff89be4fa,Not Available,Super Recommend.. A charm :-),Super Recommend.. A charm :-),Positive,0.886,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19833,fa9149f35155659eb319081d8e6f74af,e95b7d0f2d5b518d8e5bf44a64e1f2cc,I recommend,The Product is in accordance with its advertisement. Everything is OK.,I recommend - The Product is in accordance with its advertisement. Everything is OK.,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19835,9b4d22bcdc311314f200a33d155c6223,b8674b8f80fe97bdd75f7206a88e52c3,Good product,"The product looks good, a little thin. But I haven't put it up yet. It's just like the pictures posted.","Good product - The product looks good, a little thin. But I haven't put it up yet. It's just like the pictures posted.",Positive,0.731,Product Quality,Product Quality,Positive sentiment; mentions 'good product' related to product quality.
19836,9df7c08a42d7b4f7a2d7c743a14948f8,cb3b1c756c57aeef9b09e1a64c021090,Excellent,"Delivery ahead of schedule!
Very good!","Excellent - Delivery ahead of schedule!
Very good!",Positive,0.817,Positive Experience,Positive Experience,"Positive sentiment; mentions 'excellent, very good' related to positive experience."
19841,cf17fd8b07b3f141a06b72954410e285,6f3b92bc69cad12ef6c9f9e1d4768c44,Out of stock product,Product was out of stock and the company did not check.,Out of stock product - Product was out of stock and the company did not check.,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19842,b14a8291157869f3d51b2d24c96d2da7,9f2a938c7964c5752ed8ef6be67f1f24,Not Available,delivered before the deadline,delivered before the deadline,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19845,ef48fc76d22d439065a0c9589c014162,19deb4f8f0090fa946faeb9bd7323861,Not Available,I recommend .... everything went the way it should be,I recommend .... everything went the way it should be,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19846,57d94aaa6b72ca15b3e4801c6d5c0959,ffa7049224ae75fce308ae1a4aacf1c4,Not Available,"I ordered CB436A Toner and received CB435A Toner, I need you to exchange the product.","I ordered CB436A Toner and received CB435A Toner, I need you to exchange the product.",Neutral,0.0,Return/Refund,Return/Refund,Neutral sentiment; mentions 'exchange' related to return/refund.
19850,9feb8a417a078949bf56e26f46bae06d,e775c41a3df4e0792c5802b7c2b12231,Not Available,"The delivery deadline was stipulated for July 19th, the purchase was made on June 26th and it has not yet been delivered, that is, the delivery time was not fulfilled as announced on the website at the time of purchase.","The delivery deadline was stipulated for July 19th, the purchase was made on June 26th and it has not yet been delivered, that is, the delivery time was not fulfilled as announced on the website at the time of purchase.",Negative,-0.325,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
19855,ad48ecb306503a2b1707a029cc13a76c,347884b0292b83d18bc0de5dbc9dd862,Not Available,It's saying the device j7 was not delivered,It's saying the device j7 was not delivered,Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'not delivered' related to delivery delay.
19856,7de19ba743b2b9a77e6fbb5598ff0efe,2185680653e917a82569a5af2eb30bcd,Not Available,"There was an inconvenience in the logistics, it was sent to several points, and I received emails saying that the CDs had not arrived. All in all, a bad experience!","There was an inconvenience in the logistics, it was sent to several points, and I received emails saying that the CDs had not arrived. All in all, a bad experience!",Negative,-0.742,Shipping/Logistics,Shipping/Logistics,Negative sentiment; mentions 'logistics' related to shipping/logistics.
19858,397e13bec7fab1213075383e4cdd11f7,0f78988b4e729753bb614beca37d3ca5,Not Available,Very good product,Very good product,Positive,0.493,Product Quality,"Product Quality, Positive Experience",Positive sentiment; mentions 'good product' related to product quality.
19859,e3e62e0e951111bfe905b90ad456e0ed,9820c73449fdacc59185d514646d39c5,Not Available,"I have not received the product and the status of my order is saying it has been delivered. Also, I can't get through to them by phone and they don't return my email.","I have not received the product and the status of my order is saying it has been delivered. Also, I can't get through to them by phone and they don't return my email.",Neutral,0.0,Delivery Delay,"Delivery Delay, Return/Refund",Neutral sentiment; mentions 'have not received' related to delivery delay.
19860,ce574e7ebf3b82a5cfc8140a5f3145e3,7624d50fab69b5c8650357d6bd7040e2,Thanks,"Despite the delay shown when validating the payment, the rest of the process went very quickly.","Thanks - Despite the delay shown when validating the payment, the rest of the process went very quickly.",Positive,0.74,Delivery Delay,Delivery Delay,Positive sentiment; mentions 'delay' related to delivery delay.
19861,1b4ef3bdad72cad23a9bd4b06f87ab7b,81a63910ec1c2d4282b6d80a6f7b346d,Excellent!!!,I recommend!!!!!!!!,Excellent!!! - I recommend!!!!!!!!,Positive,0.811,Positive Experience,Positive Experience,"Positive sentiment; mentions 'excellent, recommend' related to positive experience."
19863,a3be6697885b394b9fa9a177c3f46239,605d23ca35609a18b86db4a09c5c30a5,Not Available,Great product and in great condition! Definitely recommend. 👍🏻😁,Great product and in great condition! Definitely recommend. 👍🏻😁,Positive,0.949,Positive Experience,Positive Experience,"Positive sentiment; mentions 'great, recommend' related to positive experience."
19864,286c1f7d3430ca672080275dae8e9498,52b42c74982653dfd947b0d61c3d5457,Not Available,Super Indica,Super Indica,Positive,0.599,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19867,f8dfc821045ffbcaa7a319a3320f7258,08146764883b0160661dec051503563c,Not Available,excellent,excellent,Positive,0.572,Positive Experience,Positive Experience,Positive sentiment; mentions 'excellent' related to positive experience.
19869,f38bcea38944dc89223a23571a1207e5,ec8b8ccae465bf1042a4e18062c9a77d,Not Available,"I ordered the product in WHITE and received it in BLACK, therefore not in compliance with the order. I request that the exchange be made within the delivery period.","I ordered the product in WHITE and received it in BLACK, therefore not in compliance with the order. I request that the exchange be made within the delivery period.",Neutral,0.0,Return/Refund,Return/Refund,Neutral sentiment; mentions 'exchange' related to return/refund.
19870,3f6bb104a95e5d4476c4f49d96951475,5abd789da6a23cf241ffae338827d035,10,Not Available,10 - Not Available,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19871,e21a100114f52ef8f28601cf741b3ca4,40962dfb4a3f2fd452f20f5fb1e91b11,Not Available,I placed an order with two perfumes but only one product was delivered,I placed an order with two perfumes but only one product was delivered,Neutral,0.0,Other,Other,Neutral tone detected in review text; no specific topic keywords matched.
19873,98e84c5fef5422dde7fa1927c43adab0,075010dfd0052001a0b53fb91ca04c81,Not Available,"I'm not satisfied, the deadline was until the 2nd of January and it didn't arrive until today, it's absurd you pay shipping for it","I'm not satisfied, the deadline was until the 2nd of January and it didn't arrive until today, it's absurd you pay shipping for it",Negative,-0.408,Delivery Delay,"Delivery Delay, Positive Experience",Negative sentiment; mentions 'didn't arrive' related to delivery delay.
19874,39735cad3fa0e9f2ea20c536b26ac87c,d0014763f94fdab2bd14a0b09277da10,Very delicate bucket,"I loved it, it looks beautiful on my bar sideboard!!","Very delicate bucket - I loved it, it looks beautiful on my bar sideboard!!",Positive,0.871,Positive Experience,Positive Experience,"Positive sentiment; mentions 'beautiful, loved' related to positive experience."
19876,01721e0729fcb75ab238248fdbb48eeb,2809ff2850a09f3dcd6c73cd913bd6d1,Not Available,Watch advertised for 245.00 .(210.00 +35.00) shipping was not included in the invoice. Came only 170 on the invoice. I want a note with the correct amount I paid. Or refund the difference.,Watch advertised for 245.00 .(210.00 +35.00) shipping was not included in the invoice. Came only 170 on the invoice. I want a note with the correct amount I paid. Or refund the difference.,Positive,0.077,Return/Refund,Return/Refund,Positive sentiment; mentions 'refund' related to return/refund.
19878,57db58fa887c4205f3bf01211de5cceb,b9fe388b8883fcff4f70fc436a4bef5e,Very good,great,Very good - great,Positive,0.82,Positive Experience,Positive Experience,"Positive sentiment; mentions 'great, very good' related to positive experience."
19881,e20a706ac55f135718368acf3c333dc4,86dd062c5ada2f0d43c725e6563bd8e4,Not Available,The product doesn't work.,The product doesn't work.,Neutral,0.0,Product Functionality,Product Functionality,Neutral sentiment; mentions 'doesn't work' related to product functionality.
19883,56f324c9f0ec2e68082d34b849622244,b60959477386e967e6a1eec4dfa40171,Not Available,"My daughter loved it, beautiful lunch box","My daughter loved it, beautiful lunch box",Positive,0.832,Positive Experience,Positive Experience,"Positive sentiment; mentions 'beautiful, loved' related to positive experience."
19884,091dcb1d0729687de77f652e849db3f1,5f858b753107dbe795ef3ee8c8b9b4f8,Not Available,I enjoyed a lot,I enjoyed a lot,Positive,0.511,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19885,34e28e181f142ed3b17dc370a9c22d70,ec22261713cce1e1c68e0c3c24fc0481,Not Available,"I found the material sincere for the cost of the product. My wife found the backpack itself small. It would be nice to have more photos and reference to compare the size. Overall, we are satisfied!","I found the material sincere for the cost of the product. My wife found the backpack itself small. It would be nice to have more photos and reference to compare the size. Overall, we are satisfied!",Positive,0.822,Size/Fit,"Size/Fit, Price/Value, Product Quality, Positive Experience",Positive sentiment; mentions 'size' related to size/fit.
19887,219fda9e83f9a3ac8e1baa10d6cc6366,c62442eeb748d8adf74f0e9e053d97bf,Not Available,"Everything ok, on time and the product is very good too.","Everything ok, on time and the product is very good too.",Positive,0.493,Delivery Speed,"Delivery Speed, Positive Experience",Positive sentiment; mentions 'on time' related to delivery speed.
19889,36d2de07c140425e7bd617c3665b5f80,262cc5ad305bebc4a6cdb567c58ee6d7,Not Available,Good product! Even better delivery!,Good product! Even better delivery!,Positive,0.749,Product Quality,Product Quality,Positive sentiment; mentions 'good product' related to product quality.
19891,015fb6b5f739788434fa690540f90f19,66e1078073f6c367187af35c86ca1650,Not Available,I bought two white stools on the website to be delivered by 03/13 and so far I haven't received my house well. I'm waiting for action or I'm going to look for my consumer rights.,I bought two white stools on the website to be delivered by 03/13 and so far I haven't received my house well. I'm waiting for action or I'm going to look for my consumer rights.,Positive,0.273,Delivery Delay,Delivery Delay,Positive sentiment; mentions 'haven't received' related to delivery delay.
19894,2ee0dd09094bb9568b06bc1ffbe9f4ec,f0cb91a969c481a26746e7115c6f69e6,a bad service,I bought two products only one arrived,a bad service - I bought two products only one arrived,Negative,-0.542,Other,Other,Negative tone detected in review text; no specific topic keywords matched.
19897,9839df28efff4e28f25b2cebdda3aaa6,0fea448b8b293c0becc37b67d2ab4f81,Not Available,"The product was shipped quickly, store efficient delivery! I recommend the store to everyone!","The product was shipped quickly, store efficient delivery! I recommend the store to everyone!",Positive,0.708,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19905,18bcbca4b2c948e7653345492627a1cc,c34140a9ba4b1dd6bb8f66b91fbc830b,Bom,"It arrived before the expected date, but the store should take more care in cleaning and storing the product, so as not to send it with oxidation and rust. But the product fulfills the mission.","Bom - It arrived before the expected date, but the store should take more care in cleaning and storing the product, so as not to send it with oxidation and rust. But the product fulfills the mission.",Positive,0.804,Product Condition/Damage,Product Condition/Damage,Positive sentiment; mentions 'rust' related to product condition/damage.
19907,9a153d3651e569cbab9fa589c6554972,526f2b7fefb4a455ad7347a37131037a,Not Available,I am satisfied,I am satisfied,Positive,0.421,Positive Experience,Positive Experience,Positive sentiment; mentions 'satisfied' related to positive experience.
19910,63d8235747e25f4b65895e91ff64d778,5e45448c66b9c664006ea6829360b9ac,Not Available,great product,great product,Positive,0.625,Positive Experience,Positive Experience,Positive sentiment; mentions 'great' related to positive experience.
19913,cb8db0e01a5a66dedda64100960904f3,a951de177a9e6fdacce9622c044bb1e8,Not Available,Very beautiful watch but it came peeling off in small parts of the bracelet 😔😓,Very beautiful watch but it came peeling off in small parts of the bracelet 😔😓,Negative,-0.166,Positive Experience,Positive Experience,Negative sentiment; mentions 'beautiful' related to positive experience.
19914,2f3adad02b8b0314fd094fac9fe907b7,e42fae5637cb7fdadbf376e39f237a5c,Not Available,I received the wrong product I bought a model and another came,I received the wrong product I bought a model and another came,Negative,-0.477,Product Description,Product Description,Negative sentiment; mentions 'wrong product' related to product description.
19916,dca8882f789c3caa5ae444cd8cdd1cff,f7a3952c24b8f1457f618119f9a41deb,Not Available,I recommend,I recommend,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19920,c943bc78c323d9a46208210c587c2ce4,5a1011b36686cdd9ff28ae9c83b7dc33,Not Available,I recommend,I recommend,Positive,0.361,Positive Experience,Positive Experience,Positive sentiment; mentions 'recommend' related to positive experience.
19921,b292a6edad2285c61d34667a9fdc7f23,4ab1fc819818ce80666f214d780acd2e,Not Available,"I ordered 2 tubes, only one unit arrived. I would like to receive my order in full the two units I ordered and paid for.","I ordered 2 tubes, only one unit arrived. I would like to receive my order in full the two units I ordered and paid for.",Positive,0.361,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19924,9102c4cce353ccf061738fc045c2e27d,1ce83c0dfc9ed6d08f515273528e7351,Not Available,perfect buy,perfect buy,Positive,0.572,Positive Experience,Positive Experience,Positive sentiment; mentions 'perfect' related to positive experience.
19925,dbd09ba24edf3ae2e7ae63685ff34195,c71620085b3d5ee12fcb40cf1c167ebe,Not Available,I liked the product more.,I liked the product more.,Positive,0.421,Positive Experience,Positive Experience,Positive sentiment; mentions 'i liked' related to positive experience.
19928,7870e4898f865975acb43fb1c282f4d3,370aee3f0da25921906d1c643416c565,Not Available,Thank you very much. It even arrived before the deadline. very grateful,Thank you very much. It even arrived before the deadline. very grateful,Positive,0.7,Other,Other,Positive tone detected in review text; no specific topic keywords matched.
19930,5525ea8ee9e6150faa9b41dfc4024552,ee98aab5fe538ee2fff4d682240b1648,Great,I recommend it arrived before the deadline I liked it very much very good material,Great - I recommend it arrived before the deadline I liked it very much very good material,Positive,0.916,Positive Experience,"Product Quality, Positive Experience","Positive sentiment; mentions 'great, i liked, recommend' related to positive experience."
19938,e2ba84b9fda1f36c6b2ae25097ef72e0,84bff47e070ccc33c428c930b0faee80,Not Available,"Delivery was super fast, congratulations. The bag is beautiful, but I thought the material was better.","Delivery was super fast, congratulations. The bag is beautiful, but I thought the material was better.",Positive,0.881,Positive Experience,"Product Quality, Positive Experience","Positive sentiment; mentions 'beautiful, congratulations, super fast' related to positive experience."
19939,fcbb6af360b31b05460c2c8e524588c0,3cf2ce4d4b74be70fc16b5f0960b28da,Not Available,"The product has not been delivered yet, and not even a communication from the company about the delivery..","The product has not been delivered yet, and not even a communication from the company about the delivery..",Neutral,0.0,Delivery Delay,Delivery Delay,Neutral sentiment; mentions 'has not been delivered' related to delivery delay.
19942,3c29c49c27446d81598a17be68d8f19a,cf0c6ec3dc3e8e12246ffcc99f7e4d45,Not Available,I liked that it was delivered before the deadline. Thanks.,I liked that it was delivered before the deadline. Thanks.,Positive,0.691,Positive Experience,Positive Experience,Positive sentiment; mentions 'i liked' related to positive experience.
